District,DBN,School Type,Report Type,School Name,Impact,Performance
27,27Q309,High School,HS,Academy of Medical Technology: A College Board Sch,0.38,0.35
27,27Q309,Middle,EMS,Academy of Medical Technology: A College Board Sch,0.38,0.32
27,27Q314,High School,HS,Epic High School - South,0.35,0.32
27,27Q317,Elementary,EMS,Waterside Childrens Studio School,0.4,0.43
27,27Q318,Middle,EMS,Waterside School For Leadership,0.45,0.3
27,27Q319,Middle,EMS,Village Academy,0.44,0.25
27,27Q323,High School,HS,Scholars Academy,0.57,0.88
27,27Q323,Middle,EMS,Scholars Academy,0.62,0.96
27,27Q324,High School,HS,Rockaway Park High School for Environmental Sustai,0.46,0.28
27,27Q333,K-8,EMS,Goldie Maple Academy,0.27,0.46
27,27Q334,High School,HS,Epic High School - North,0.34,0.38
27,27Q351,High School,HS,Rockaway Collegiate High School,0.31,0.23
27,27Q362,Elementary,EMS,Wave Preparatory Elementary School,0.78,0.58
27,27Q400,High School,HS,August Martin High School,0.58,0.33
27,27Q475,High School,HS,Richmond Hill High School,0.38,0.35
27,27Q480,High School,HS,John Adams High School,0.66,0.43
27,27Q487,YABC,YABC,John Adams Yabc,0.54,0.6
27,27Q650,High School,HS,"High School for Construction Trades, Engineering a",0.59,0.8
28,28Q008,Middle,EMS,J.H.S. 008 Richard S. Grossley,0.42,0.33
28,28Q040,Elementary,EMS,P.S. 040 Samuel Huntington,0.51,0.3
28,28Q048,Elementary,EMS,P.S. 048 William Wordsworth,0.47,0.44
28,28Q050,Elementary,EMS,P.S. 050 Talfourd Lawn Elementary School,0.53,0.55
28,28Q054,Elementary,EMS,P.S. 054 Hillside,0.38,0.41
28,28Q055,Elementary,EMS,P.S. 055 Maure,0.53,0.52
28,28Q072,Middle,EMS,Catherine  Count Basie Middle School 72,0.34,0.23
28,28Q080,Elementary,EMS,PS 80  The Thurgood Marshall Magnet School of Mult,0.3,0.37
28,28Q082,Elementary,EMS,P.S. 082 Hammond,0.49,0.41
28,28Q086,Elementary,EMS,P.S. Q086,0.6,0.49
28,28Q099,Elementary,EMS,P.S. 099 Kew Gardens,0.71,0.64
28,28Q101,Elementary,EMS,P.S. 101 School in the Gardens,0.48,0.86
28,28Q117,Elementary,EMS,P.S. 117 J. Keld / Briarwood School,0.35,0.49
28,28Q121,Elementary,EMS,P.S. 121 Queens,0.36,0.64
28,28Q139,Elementary,EMS,P.S. 139 Rego Park,0.35,0.56
28,28Q140,Elementary,EMS,P.S. 140 Edward K Ellington,0.69,0.53
28,28Q144,Elementary,EMS,P.S. 144 Col Jeromus Remsen,0.34,0.74
28,28Q157,High School,HS,J.H.S. 157 Stephen A. Halsey,0.87,0.79
28,28Q157,Middle,EMS,J.H.S. 157 Stephen A. Halsey,0.51,0.69
28,28Q160,Elementary,EMS,P.S. 160 Walter Francis Bishop,0.24,0.28
28,28Q161,Elementary,EMS,P.S. 161 Arthur Ashe School,0.68,0.69
28,28Q167,High School,HS,Metropolitan Expeditionary Learning School,0.62,0.71
28,28Q167,Middle,EMS,Metropolitan Expeditionary Learning School,0.17,0.5
28,28Q174,Elementary,EMS,P.S. 174 William Sidney Mount,0.33,0.71
28,28Q175,Elementary,EMS,P.S. 175 The Lynn Gross Discovery School,0.31,0.56
28,28Q182,Elementary,EMS,P.S. 182 Samantha Smith,0.42,0.37
28,28Q190,Middle,EMS,J.H.S. 190 Russell Sage,0.35,0.68
28,28Q196,Elementary,EMS,P.S. 196 Grand Central Parkway,0.79,0.97
28,28Q206,Elementary,EMS,P.S. 206 The Horace Harding School,0.35,0.42
28,28Q217,Middle,EMS,J.H.S. 217 Robert A. Van Wyck,0.51,0.48
28,28Q220,Elementary,EMS,P.S. 220 Edward Mandel,0.22,0.46
28,28Q284,High School,HS,York Early College Academy,0.61,0.84
28,28Q284,Middle,EMS,York Early College Academy,0.47,0.73
28,28Q287,Middle,EMS,The Emerson School,0.36,0.28
28,28Q310,High School,HS,Queens Collegiate: A College Board School,0.46,0.5
28,28Q310,Middle,EMS,Queens Collegiate: A College Board School,0.51,0.53
28,28Q325,High School,HS,Hillside Arts  Letters Academy,0.72,0.57
28,28Q328,High School,HS,High School for Community Leadership,0.88,0.68
28,28Q332,Middle,EMS,Redwood Middle School,0.53,0.37
28,28Q338,High School Transfer,HST,Queens Satellite High School for Opportunity,0.41,0.39
28,28Q350,High School,HS,Jamaica Gateway to the Sciences,0.65,0.63
28,28Q354,Elementary,EMS,The Jermaine L. Green STEM Institute of Queens,0.3,0.31
28,28Q358,Middle,EMS,M.S. 358,0.48,0.44
28,28Q440,High School,HS,Forest Hills High School,0.51,0.67
28,28Q505,High School,HS,Hillcrest High School,0.53,0.46
28,28Q620,High School,HS,Thomas A. Edison Career and Technical Education Hi,0.6,0.76
28,28Q680,High School,HS,Queens Gateway to Health Sciences Secondary School,0.55,0.78
28,28Q680,Middle,EMS,Queens Gateway to Health Sciences Secondary School,0.56,0.95
28,28Q686,High School,HS,Queens Metropolitan High School,0.59,0.68
28,28Q687,High School,HS,Queens High School for the Sciences at York Colleg,0.59,0.92
28,28Q690,High School,HS,High School for Law Enforcement and Public Safety,0.53,0.46
28,28Q896,High School,HS,"Young Womens Leadership School, Queens",0.73,0.77
28,28Q896,Middle,EMS,"Young Womens Leadership School, Queens",0.52,0.86
29,29Q015,Elementary,EMS,P.S. 015 Jackie Robinson,0.19,0.34
29,29Q033,Elementary,EMS,P.S. 033 Edward M. Funk,0.19,0.5
29,29Q034,Elementary,EMS,P.S. 034 John Harvard,0.44,0.44
29,29Q035,Elementary,EMS,P.S. 035 Nathaniel Woodhull,0.39,0.39
29,29Q036,Elementary,EMS,P.S. 036 Saint Albans School,0.12,0.3
29,29Q037,Elementary,EMS,Cynthia Jenkins School,0.18,0.25
29,29Q038,Elementary,EMS,P.S. 038 Rosedale,0.31,0.49
29,29Q052,Elementary,EMS,P.S. 052 Queens,0.2,0.27
29,29Q059,Middle,EMS,I.S. 059 Springfield Gardens,0.34,0.35
29,29Q095,Elementary,EMS,P.S. 095 Eastwood,0.32,0.57
29,29Q109,Middle,EMS,Jean Nuzzi Intermediate School,0.27,0.45
29,29Q116,K-8,EMS,P.S./I.S. 116 William C. Hughley,0.29,0.27
29,29Q118,Elementary,EMS,P.S. 118 Lorraine Hansberry,0.24,0.35
29,29Q131,Elementary,EMS,P.S. 131 Abigail Adams,0.64,0.76
29,29Q132,Elementary,EMS,P.S. 132 Ralph Bunche,0.35,0.41
29,29Q134,Elementary,EMS,P.S. 134 Hollis,0.18,0.3
29,29Q135,Elementary,EMS,The Bellaire School,0.27,0.46
29,29Q136,Elementary,EMS,P.S. 136 Roy Wilkins,0.22,0.39
29,29Q138,K-8,EMS,P.S./M.S. 138 Sunrise,0.39,0.3
29,29Q147,K-8,EMS,P.S./M.S. 147 Ronald McNair,0.2,0.29
29,29Q156,Elementary,EMS,P.S. 156 Laurelton,0.08,0.26
29,29Q176,Elementary,EMS,P.S. 176 Cambria Heights,0.15,0.59
29,29Q181,Elementary,EMS,P.S. 181 Brookfield,0.53,0.37
29,29Q192,Middle,EMS,I.S. 192 The Linden,0.29,0.31
29,29Q195,Elementary,EMS,P.S. 195 William Haberle,0.12,0.25
29,29Q208,K-8,EMS,P.S./I.S. 208,0.25,0.52
29,29Q238,Middle,EMS,I.S. 238 - Susan B. Anthony Academy,0.29,0.41
29,29Q243,High School,HS,Institute for Health Professions at Cambria Height,0.71,0.64
29,29Q248,High School,HS,Queens Preparatory Academy,0.55,0.38
29,29Q251,Elementary,EMS,P.S. 251 Queens,0.3,0.43
29,29Q259,High School,HS,Pathways College Preparatory School: A College Boa,0.2,0.39
29,29Q259,Middle,EMS,Pathways College Preparatory School: A College Boa,0.24,0.44
29,29Q265,High School,HS,Excelsior Preparatory High School,0.55,0.48
29,29Q268,K-8,EMS,P.S./I.S. 268,0.29,0.44
29,29Q270,K-8,EMS,The Gordon Parks School,0.22,0.43
29,29Q272,High School,HS,George Washington Carver High School for the Scien,0.54,0.47
29,29Q283,High School,HS,Preparatory Academy for Writers: A College Board S,0.5,0.53
29,29Q283,Middle,EMS,Preparatory Academy for Writers: A College Board S,0.5,0.55
29,29Q289,Middle,EMS,Queens United Middle School,0.15,0.3
29,29Q295,K-8,EMS,P.S./I.S. 295,0.48,0.6
29,29Q313,High School,HS,Benjamin Franklin High School for Finance  Inform,0.69,0.47
29,29Q326,High School,HS,Cambria Heights Academy,0.52,0.5
29,29Q327,High School,HS,Eagle Academy for Young Men III,0.52,0.46
29,29Q327,Middle,EMS,Eagle Academy for Young Men III,0.28,0.29
29,29Q355,Middle,EMS,Collaborative Arts Middle School,0.2,0.26
29,29Q356,Middle,EMS,Community Voices Middle School,0.39,0.29
29,29Q492,High School,HS,"Mathematics, Science Research and Technology Magne",0.47,0.36
29,29Q498,High School,HS,Humanities  Arts Magnet High School,0.56,0.46
30,30Q002,Elementary,EMS,P.S. 002 Alfred Zimberg,0.71,0.71
30,30Q010,Middle,EMS,I.S. 010 Horace Greeley,0.55,0.5
30,30Q011,Elementary,EMS,P.S. 011 Kathryn Phelan,0.61,0.57
30,30Q017,Elementary,EMS,P.S. 017 Henry David Thoreau,0.33,0.36
30,30Q069,Elementary,EMS,P.S. 069 Jackson Heights,0.53,0.66
30,30Q070,Elementary,EMS,P.S. 070,0.55,0.58
30,30Q076,Elementary,EMS,P.S. 076 William Hallet,0.54,0.35
30,30Q078,K-8,EMS,P.S./I.S. 78Q,0.46,0.76
30,30Q084,Elementary,EMS,P.S. 084 Steinway,0.54,0.65
30,30Q085,Elementary,EMS,P.S. 085 Judge Charles Vallone,0.35,0.63
30,30Q092,Elementary,EMS,P.S. 092 Harry T. Stewart Sr.,0.54,0.37
30,30Q111,K-8,EMS,P.S. 111 Jacob Blackwell,0.35,0.16
30,30Q112,Elementary,EMS,P.S. 112 Dutch Kills,0.36,0.41
30,30Q122,K-8,EMS,P.S. 122 Mamie Fay,0.48,0.88
30,30Q126,Middle,EMS,Albert Shanker School for Visual and Performing Ar,0.39,0.43
30,30Q127,K-8,EMS,P.S. 127 Aerospace Science Magnet School,0.41,0.36
30,30Q141,Middle,EMS,I.S. 141 The Steinway,0.5,0.67
30,30Q145,Middle,EMS,I.S. 145 Joseph Pulitzer,0.48,0.47
30,30Q148,Elementary,EMS,P.S. 148 Queens,0.33,0.4
30,30Q149,Elementary,EMS,P.S. 149 Christa Mcauliffe,0.36,0.43
30,30Q150,Elementary,EMS,P.S. 150 Queens,0.53,0.71
30,30Q151,Elementary,EMS,P.S. 151 Mary D. Carter,0.63,0.39
30,30Q152,Elementary,EMS,P.S. 152 Gwendoline N. Alleyne School,0.67,0.66
30,30Q166,Elementary,EMS,P.S. 166 Henry Gradstein,0.48,0.69
30,30Q171,Elementary,EMS,P.S. 171 Peter G. Van Alst,0.38,0.28
30,30Q204,Middle,EMS,I.S. 204 Oliver W. Holmes,0.38,0.37
30,30Q212,Elementary,EMS,P.S. 212,0.42,0.62
30,30Q227,Middle,EMS,I.S. 227 Louis Armstrong,0.72,0.82
30,30Q230,Middle,EMS,I.S. 230,0.41,0.58
30,30Q234,Elementary,EMS,P.S. 234,0.92,0.68
30,30Q235,Middle,EMS,Academy for New Americans,0.5,0.23
30,30Q258,High School,HS,Energy Tech High School,0.71,0.74
30,30Q280,Elementary,EMS,P.S. 280,0.48,0.48
30,30Q286,High School,HS,"Young Womens Leadership School, Astoria",0.64,0.78
30,30Q286,Middle,EMS,"Young Womens Leadership School, Astoria",0.43,0.75
30,30Q291,Middle,EMS,Hunters Point Community Middle School,0.62,0.69
30,30Q300,K-8,EMS,The 30th Avenue School (GT Citywide),0.55,0.96
30,30Q301,High School,HS,Academy for Careers in Television and Film,0.79,0.82
30,30Q329,Elementary,EMS,East Elmhurst Community School,,
30,30Q445,High School,HS,William Cullen Bryant High School,0.37,0.4
30,30Q450,High School,HS,Long Island City High School,0.31,0.37
30,30Q501,High School,HS,Frank Sinatra School of the Arts High School,0.54,0.82
30,30Q502,High School,HS,Information Technology High School,0.45,0.51
30,30Q555,High School,HS,Newcomers High School,0.62,0.4
30,30Q575,High School,HS,Academy of American Studies,0.52,0.76
30,30Q580,High School,HS,Baccalaureate School for Global Education,0.57,0.89
30,30Q580,Middle,EMS,Baccalaureate School for Global Education,0.54,0.96
31,31R001,Elementary,EMS,P.S. 001 Tottenville,0.54,0.62
31,31R002,Middle,EMS,I.S. R002 George L. Egbert,0.33,0.46
31,31R003,Elementary,EMS,P.S. 003 The Margaret Gioiosa School,0.54,0.74
31,31R004,Elementary,EMS,P.S. 004 Maurice Wollin,0.62,0.64
31,31R005,Elementary,EMS,P.S. 005 Huguenot,0.81,0.96
31,31R006,Elementary,EMS,P.S. 6 Corporal Allan F. Kivlehan School,0.52,0.65
31,31R007,Middle,EMS,I.S. 007 Elias Bernstein,0.45,0.71
31,31R008,Elementary,EMS,P.S. 8 Shirlee Solomon,0.46,0.84
31,31R009,Elementary,EMS,Naples Street Elementary School,,
31,31R011,Elementary,EMS,P.S. 11 Thomas Dongan School,0.56,0.47
31,31R013,Elementary,EMS,P.S. 013 M. L. Lindemeyer,0.45,0.47
31,31R016,Elementary,EMS,P.S. 016 John J. Driscoll,0.39,0.23
31,31R018,Elementary,EMS,P.S. 018 John G. Whittier,0.4,0.34
31,31R019,Elementary,EMS,P.S. 019 The Curtis School,0.31,0.35
31,31R020,Elementary,EMS,P.S. 020 Port Richmond,0.53,0.34
31,31R021,Elementary,EMS,P.S. 21 Margaret Emery-Elm Park,0.41,0.33
31,31R022,Elementary,EMS,P.S. 022 Graniteville,0.54,0.4
31,31R023,Elementary,EMS,P.S. 023 Richmondtown,0.54,0.73
31,31R024,Middle,EMS,I.S. 024 Myra S. Barnes,0.29,0.6
31,31R026,Elementary,EMS,P.S. 026 The Carteret School,0.55,0.69
31,31R027,Middle,EMS,I.S. 027 Anning S. Prall,0.41,0.5
31,31R028,High School,HS,The Eagle Academy for Young Men of Staten Island,,
31,31R028,Middle,EMS,The Eagle Academy for Young Men of Staten Island,0.41,0.3
31,31R029,Elementary,EMS,P.S. 029 Bardwell,0.33,0.58
31,31R030,Elementary,EMS,P.S. 030 Westerleigh,0.4,0.67
31,31R031,Elementary,EMS,P.S. 031 William T. Davis,0.28,0.15
31,31R032,Elementary,EMS,P.S. 032 The Gifford School,0.37,0.67
31,31R034,Middle,EMS,I.S. 034 Tottenville,0.52,0.67
31,31R035,Elementary,EMS,P.S. 35 The Clove Valley School,0.7,0.91
31,31R036,Elementary,EMS,P.S. 036 J. C. Drumgoole,0.29,0.64
31,31R038,Elementary,EMS,P.S. 038 George Cromwell,0.17,0.46
31,31R039,Elementary,EMS,P.S. 39 Francis J. Murphy Jr.,0.49,0.44
31,31R041,Elementary,EMS,The Stephanie A. Vierno School,0.46,0.59
31,31R042,Elementary,EMS,P.S. 042 Eltingville,0.43,0.64
31,31R044,Elementary,EMS,P.S. 044 Thomas C. Brown,0.45,0.19
31,31R045,Elementary,EMS,P.S. 045 John Tyler,0.39,0.4
31,31R046,Elementary,EMS,P.S. 046 Albert V. Maniscalco,0.26,0.32
31,31R047,High School,HS,CSI High School for International Studies,0.67,0.85
31,31R048,K-8,EMS,P.S. 048 William G. Wilcox,0.48,0.7
31,31R049,Middle,EMS,I.S. 49 Berta A. Dreyfus,0.28,0.22
31,31R050,Elementary,EMS,P.S. 050 Frank Hankinson,0.65,0.83
31,31R051,Middle,EMS,I.S. 051 Edwin Markham,0.32,0.35
31,31R052,Elementary,EMS,P.S. 052 John C. Thompson,0.44,0.66
31,31R053,Elementary,EMS,The Barbara Esselborn School,0.51,0.74
31,31R054,Elementary,EMS,P.S. 054 Charles W. Leng,0.6,0.67
31,31R055,Elementary,EMS,P.S. 055 Henry M. Boehm,0.29,0.64
31,31R056,Elementary,EMS,P.S. 56 The Louis Desario School,0.35,0.64
31,31R057,Elementary,EMS,P.S. 057 Hubert H. Humphrey,0.38,0.26
31,31R058,Elementary,EMS,Space Shuttle Columbia School,0.43,0.53
31,31R059,Elementary,EMS,The Harbor View School,,
31,31R060,Elementary,EMS,P.S. 060 Alice Austen,0.14,0.42
31,31R061,Middle,EMS,I.S. 061 William A Morris,0.4,0.32
31,31R063,Middle,EMS,Marsh Avenue School for Expeditionary Learning,0.43,0.67
31,31R064,High School,HS,Gaynor McCown Expeditionary Learning School,0.47,0.62
31,31R065,Elementary,EMS,P.S. 65 The Academy of Innovative Learning,0.74,0.68
31,31R069,Elementary,EMS,P.S. 069 Daniel D. Tompkins,0.36,0.55
31,31R072,Middle,EMS,I.S. 072 Rocco Laurie,0.4,0.55
31,31R074,Elementary,EMS,P.S. 74 Future Leaders Elementary School,0.63,0.3
31,31R075,Middle,EMS,I.S. 075 Frank D. Paulo,0.42,0.66
31,31R078,Elementary,EMS,P.S. 78,0.33,0.17
31,31R080,High School,HS,The Michael J. Petrides School,0.39,0.62
31,31R080,K-8,EMS,The Michael J. Petrides School,0.59,0.6
31,31R440,High School,HS,New Dorp High School,0.46,0.52
31,31R445,High School,HS,Port Richmond High School,0.45,0.35
31,31R450,High School,HS,Curtis High School,0.34,0.37
31,31R455,High School,HS,Tottenville High School,0.38,0.67
31,31R460,High School,HS,Susan E. Wagner High School,0.47,0.61
31,31R470,High School Transfer,HST,Concord High School,0.56,0.44
31,31R600,High School,HS,Ralph R. McKee Career and Technical Education High,0.49,0.41
31,31R605,High School,HS,Staten Island Technical High School,0.56,0.92
31,31R607,YABC,YABC,Staten Island Yabc,0.42,0.31
31,31R861,K-8,EMS,Staten Island School of Civic Leadership,0.55,0.53
32,32K045,K-8,EMS,P.S./I.S. 045 Horace E. Greene,0.4,0.35
32,32K075,Elementary,EMS,P.S. 075 Mayda Cortiella,0.38,0.25
32,32K086,Elementary,EMS,P.S. 086 The Irvington,0.62,0.39
32,32K106,Elementary,EMS,P.S. 106 Edward Everett Hale,0.47,0.25
32,32K116,Elementary,EMS,P.S. 116 Elizabeth L Farrell,0.38,0.32
32,32K123,Elementary,EMS,P.S. 123 Suydam,0.31,0.32
32,32K145,Elementary,EMS,P.S. 145 Andrew Jackson,0.33,0.3
32,32K151,Elementary,EMS,P.S. 151 Lyndon B. Johnson,0.54,0.3
32,32K162,Middle,EMS,J.H.S. 162 The Willoughby,0.48,0.3
32,32K168,High School,HS,The Brooklyn School for Math and Research,0.73,0.59
32,32K274,Elementary,EMS,P.S. 274 Kosciusko,0.52,0.31
32,32K291,Middle,EMS,J.H.S. 291 Roland Hayes,0.47,0.24
32,32K299,Elementary,EMS,P.S. 299 Thomas Warren Field,0.32,0.33
32,32K347,Middle,EMS,I.S. 347 School of Humanities,0.39,0.27
32,32K349,Middle,EMS,"I.S. 349 Math, Science  Tech.",0.46,0.34
32,32K376,Elementary,EMS,P.S. 376,0.72,0.72
32,32K377,K-8,EMS,P.S. 377 Alejandrina B. De Gautier,0.26,0.17
32,32K383,Middle,EMS,J.H.S. 383 Philippa Schuyler,0.35,0.61
32,32K384,K-8,EMS,P.S. /I.S. 384 Frances E. Carter,0.39,0.29
32,32K403,High School,HS,Academy for Environmental Leadership,0.61,0.32
32,32K545,High School,HS,EBC High School for Public Service - Bushwick,0.52,0.42
32,32K549,High School,HS,The Brooklyn School for Social Justice,0.47,0.31
32,32K552,High School,HS,The Academy of Urban Planning and Engineering,0.76,0.4
32,32K554,High School,HS,All City Leadership Secondary School,0.66,0.78
32,32K554,Middle,EMS,All City Leadership Secondary School,0.58,0.95
32,32K556,High School,HS,Bushwick Leaders High School for Academic Excellen,0.49,0.3
32,32K562,Middle,EMS,Evergreen Middle School for Urban Exploration,0.36,0.26
32,32K564,High School Transfer,HST,Bushwick Community High School,0.55,0.39
75,75K004,D75,D75,P.S. K004,,
75,75K036,D75,D75,P.S. 36,,
75,75K053,D75,D75,P.S. K053,,
75,75K077,D75,D75,P.S. K077,,
75,75K140,D75,D75,P.S. K140,,
75,75K141,D75,D75,P.S. K141,,
75,75K231,D75,D75,P.S. K231,,
75,75K368,D75,D75,P.S. 368,,
75,75K369,D75,D75,P.S. K369 - Coy L. Cox School,,
75,75K370,D75,D75,P.S. 370,,
75,75K371,D75,D75,P.S. 371 - Lillian L. Rashkis,,
75,75K372,D75,D75,P.S. 372 -The Childrens School,,
75,75K373,D75,D75,P.S. 373 - Brooklyn Transition Center,,
75,75K396,D75,D75,P.S. K396,,
75,75K721,D75,D75,P.S. K721 - Brooklyn Occupational Training Center,,
75,75K753,D75,D75,P.S. K753 - School for Career Development,,
75,75K771,D75,D75,P.S. K771,,
75,75K811,D75,D75,P.S. K811 Connie Lekas School,,
75,75M035,D75,D75,P.S. 035,,
75,75M079,D75,D75,P.S. M079 - Horan School,,
75,75M094,D75,D75,P.S. M094,,
75,75M138,D75,D75,P.S. 138,,
75,75M169,D75,D75,P.S. M169 - Robert F. Kennedy,,
75,75M226,D75,D75,P.S. M226,,
75,75M721,D75,D75,P.S. M721 - Manhattan Occupational Training Center,,
75,75M751,D75,D75,Manhattan School for Career Development,,
75,75M811,D75,D75,P.S. M811 - Mickey Mantle School,,
75,75Q004,D75,D75,P.S. Q004,,
75,75Q009,D75,D75,P.S. 009,,
75,75Q023,D75,D75,P.S. Q023  Queens Children Center,,
75,75Q075,D75,D75,Robert E. Peary School,,
75,75Q177,D75,D75,P.S. Q177,,
75,75Q224,D75,D75,P.S. Q224,,
75,75Q233,D75,D75,P.S. Q233,,
75,75Q255,D75,D75,P.S. Q255,,
75,75Q256,D75,D75,P.S. Q256,,
75,75Q277,D75,D75,The Riverview School,,
75,75Q721,D75,D75,John F. Kennedy Jr. School,,
75,75Q752,D75,D75,Queens Transition Center,,
75,75Q811,D75,D75,P.S. Q811,,
75,75Q993,D75,D75,P.S. Q993,,
75,75R025,D75,D75,South Richmond High School I.S./P.S. 25,,
75,75R037,D75,D75,P.S. R037,,
75,75R373,D75,D75,P.S. R373,,
75,75R721,D75,D75,The Richard H. Hungerford School,,
75,75X010,D75,D75,P.S. X010,,
75,75X012,D75,D75,P.S. X012 Lewis and Clark School,,
75,75X017,D75,D75,P.S. X017,,
75,75X168,D75,D75,P.S. 168,,
75,75X176,D75,D75,P.S. X176,,
75,75X186,D75,D75,P186X Walter J. Damrosch School,,
75,75X188,D75,D75,P.S. X188,,
75,75X352,D75,D75,The Vida Bogart School for All Children,,
75,75X469,D75,D75,P469X - The Bronx School for Continuous Learners,,
75,75X721,D75,D75,P.S. X721 - Stephen McSweeney School,,
75,75X723,D75,D75,P.S. 723,,
75,75X754,D75,D75,J. M. Rapport School Career Development,,
75,75X811,D75,D75,P.S. X811,,
14,84K037,Elementary,EMS,Beginning with Children Charter School II,0.51,0.63
14,84K125,Elementary,EMS,Success Academy Charter School - Bed-Stuy 2,0.81,0.99
15,84K129,Elementary,EMS,Success Academy Charter School - Cobble Hill,0.71,0.93
14,84K182,Elementary,EMS,Success Academy Charter School - Williamsburg,0.94,0.99
17,84K333,K-8,EMS,Explore Exceed Charter School,0.57,0.38
14,84K355,Middle,EMS,Williamsburg Collegiate Charter School,0.72,0.63
17,84K356,High School,HS,Achievement First Crown Heights Charter School,0.31,0.6
17,84K356,K-8,EMS,Achievement First Crown Heights Charter School,0.56,0.61
17,84K357,High School,HS,KIPP AMP Charter School,0.58,0.7
17,84K357,K-8,EMS,KIPP AMP Charter School,0.54,0.5
19,84K358,High School,HS,Achievement First East New York Charter School,0.44,0.62
19,84K358,K-8,EMS,Achievement First East New York Charter School,0.65,0.72
19,84K359,High School,HS,The Uft Charter School,0.56,0.45
16,84K360,Middle,EMS,Launch Expeditionary Learning Charter School,0.37,0.3
15,84K362,K-8,EMS,Hellenic Classical Charter School,0.33,0.68
14,84K367,K-8,EMS,Success Academy Charter School - Bed-Stuy 1,0.74,0.99
18,84K379,K-8,EMS,Explore Excel Charter School,0.69,0.46
19,84K386,Middle,EMS,Invictus Preparatory Charter School,0.29,0.25
23,84K395,High School Transfer,HST,New Visions A.I.M. Charter High School I,0.26,0.19
16,84K406,K-8,EMS,"EMBER Charter School for Mindful Education, Innova",0.3,0.42
13,84K417,High School Transfer,HST,Urban Dove Charter School,0.36,0.27
14,84K473,High School,HS,Williamsburg Charter High School,0.34,0.42
15,84K486,High School Transfer,HST,New Dawn Charter High School,0.51,0.31
13,84K508,High School,HS,Achievement First Endeavor Charter School,0.32,0.61
13,84K508,K-8,EMS,Achievement First Endeavor Charter School,0.58,0.62
13,84K517,High School,HS,Leadership Prep Bedford Stuyvesant Uncommon Prep C,0.32,0.5
13,84K517,K-8,EMS,Leadership Prep Bedford Stuyvesant Uncommon Prep C,0.54,0.7
13,84K536,K-8,EMS,Community Roots Charter School,0.38,0.55
32,84K538,High School,HS,Achievement First Bushwick Charter School,0.36,0.67
32,84K538,K-8,EMS,Achievement First Bushwick Charter School,0.83,0.78
16,84K593,K-8,EMS,Excellence Boys Charter School,0.46,0.63
18,84K608,High School,HS,Kings Collegiate Charter School,,
18,84K608,Middle,EMS,Kings Collegiate Charter School,0.71,0.62
23,84K626,High School,HS,Achievement First Brownsville Charter School,0.34,0.6
23,84K626,K-8,EMS,Achievement First Brownsville Charter School,0.51,0.58
16,84K648,Middle,EMS,Bedford Stuyvesant Collegiate Charter School,0.73,0.62
16,84K649,Elementary,EMS,La Cima Charter School,0.14,0.33
15,84K651,K-8,EMS,PAVE Academy Charter School,0.49,0.52
18,84K652,High School,HS,Brooklyn Ascend Charter School,0.48,0.56
18,84K652,K-8,EMS,Brooklyn Ascend Charter School,0.68,0.64
19,84K680,Elementary,EMS,Achievement First Aspire Charter School,0.56,0.72
14,84K689,Elementary,EMS,Citizens of the World Charter School 1 Williamsbur,0.44,0.32
17,84K692,Elementary,EMS,Citizens of the World Charter School New York 2 Cr,0.4,0.37
14,84K693,High School,HS,Northside Charter High School,0.35,0.44
14,84K701,Elementary,EMS,Brooklyn Charter School,0.66,0.61
13,84K702,K-8,EMS,Community Partnership Charter School,0.34,0.35
17,84K704,K-8,EMS,Explore Charter School,0.47,0.46
15,84K707,High School,HS,Brooklyn Prospect Charter School,0.43,0.63
15,84K707,Middle,EMS,Brooklyn Prospect Charter School,0.47,0.72
23,84K710,Middle,EMS,Brownsville Collegiate Charter School,0.65,0.46
23,84K711,K-8,EMS,Leadership Preparatory Brownsville Charter School,0.59,0.61
16,84K712,High School,HS,Excellence Girls Charter School,0.37,0.65
16,84K712,K-8,EMS,Excellence Girls Charter School,0.46,0.68
18,84K724,K-8,EMS,Leadership Prep Canarsie Charter School (Leadershi,0.62,0.62
15,84K730,High School,HS,Summit Academy Charter School,0.44,0.45
15,84K730,Middle,EMS,Summit Academy Charter School,0.56,0.37
16,84K731,K-8,EMS,Brooklyn Excelsior Charter School,0.69,0.5
32,84K733,High School,HS,"Math, Engineering, and Science Academy Charter Hig",0.69,0.58
18,84K736,Elementary,EMS,New American Academy Charter School,0.46,0.44
23,84K737,K-8,EMS,Brownsville Ascend Charter School,0.34,0.48
22,84K738,High School,HS,New Visions Charter High School for Advanced Math,0.54,0.57
22,84K739,High School,HS,New Visions Charter High School for the Humanities,0.34,0.36
19,84K740,K-8,EMS,Brooklyn Scholars Charter School,0.29,0.49
17,84K741,Elementary,EMS,Success Academy Crown Heights (Brooklyn 7),0.82,1
17,84K742,K-8,EMS,Explore Empower Charter School,0.58,0.4
21,84K744,High School,HS,Coney Island Preparatory Public Charter School,0.52,0.67
21,84K744,K-8,EMS,Coney Island Preparatory Public Charter School,0.68,0.49
22,84K746,K-8,EMS,Hebrew Language Academy Charter School,0.24,0.43
13,84K752,Elementary,EMS,Success Academy Fort Greene (Brooklyn 5),0.8,0.98
17,84K756,Elementary,EMS,Success Academy Prospect Heights (Brooklyn 6),0.66,0.99
13,84K757,High School,HS,Unity Prep Charter School,0.56,0.47
