District,DBN,School Type,Report Type,School Name,Impact,Performance
1,01M015,Elementary,EMS,P.S. 015 Roberto Clemente,0.87,0.62
1,01M019,Elementary,EMS,P.S. 019 Asher Levy,0.59,0.56
1,01M020,Elementary,EMS,P.S. 020 Anna Silver,0.39,0.33
1,01M034,K-8,EMS,P.S. 034 Franklin D. Roosevelt,0.35,0.3
1,01M063,Elementary,EMS,The STAR Academy - P.S.63,0.92,0.62
1,01M064,Elementary,EMS,P.S. 064 Robert Simon,0.43,0.34
1,01M110,Elementary,EMS,P.S. 110 Florence Nightingale,0.63,0.76
1,01M134,Elementary,EMS,P.S. 134 Henrietta Szold,0.54,0.29
1,01M140,K-8,EMS,P.S. 140 Nathan Straus,0.35,0.26
1,01M142,Elementary,EMS,P.S. 142 Amalia Castro,0.66,0.38
1,01M184,K-8,EMS,P.S. 184m Shuang Wen,0.62,0.75
1,01M188,K-8,EMS,P.S. 188 The Island School,0.78,0.4
1,01M292,High School,HS,Orchard Collegiate Academy,0.6,0.45
1,01M301,Middle,EMS,"Technology, Arts, and Sciences Studio",0.35,0.27
1,01M315,Elementary,EMS,The East Village Community School,0.38,0.71
1,01M332,Middle,EMS,University Neighborhood Middle School,0.31,0.19
1,01M361,Elementary,EMS,The Childrens Workshop School,0.57,0.64
1,01M363,Elementary,EMS,Neighborhood School,0.36,0.58
1,01M364,Elementary,EMS,Earth School,0.26,0.41
1,01M378,Middle,EMS,School for Global Leaders,0.39,0.29
1,01M448,High School,HS,University Neighborhood High School,0.68,0.61
1,01M450,High School,HS,East Side Community School,0.52,0.71
1,01M450,Middle,EMS,East Side Community School,0.22,0.56
1,01M458,High School Transfer,HST,Forsyth Satellite Academy,0.66,0.45
1,01M509,High School,HS,Marta Valle High School,0.41,0.32
1,01M515,High School Transfer,HST,Lower East Side Preparatory High School,0.58,0.67
1,01M539,High School,HS,"New Explorations into Science, Technology and Math",0.6,0.85
1,01M539,K-8,EMS,"New Explorations into Science, Technology and Math",0.51,0.96
1,01M650,High School Transfer,HST,Cascades High School,0.48,0.42
1,01M696,High School,HS,Bard High School Early College,0.44,0.86
1,01M839,Middle,EMS,Tompkins Square Middle School,0.48,0.56
2,02M001,Elementary,EMS,P.S. 001 Alfred E. Smith,0.5,0.52
2,02M002,Elementary,EMS,P.S. 002 Meyer London,0.6,0.67
2,02M003,Elementary,EMS,P.S. 003 Charrette School,0.33,0.79
2,02M006,Elementary,EMS,P.S. 006 Lillie D. Blake,0.59,0.96
2,02M011,Elementary,EMS,P.S. 011 William T. Harris,0.53,0.75
2,02M033,Elementary,EMS,P.S. 033 Chelsea Prep,0.33,0.63
2,02M040,Elementary,EMS,P.S. 040 Augustus Saint-Gaudens,0.58,0.95
2,02M041,Elementary,EMS,P.S. 041 Greenwich Village,0.61,0.95
2,02M042,Elementary,EMS,P.S. 042 Benjamin Altman,0.67,0.76
2,02M047,High School,HS,47 The American Sign Language and English Secondar,0.68,0.58
2,02M051,Elementary,EMS,P.S. 051 Elias Howe,0.24,0.46
2,02M059,Elementary,EMS,P.S. 059 Beekman Hill International,0.58,0.92
2,02M077,Elementary,EMS,P.S. 77 Lower Lab School,0.79,0.97
2,02M089,Elementary,EMS,P.S. 89,0.59,0.95
2,02M104,Middle,EMS,J.H.S. 104 Simon Baruch,0.41,0.76
2,02M111,Elementary,EMS,P.S. 111 Adolph S. Ochs,0.5,0.45
2,02M114,Middle,EMS,East Side Middle School,0.64,0.96
2,02M116,Elementary,EMS,P.S. 116 Mary Lindley Murray,0.44,0.67
2,02M124,Elementary,EMS,P.S. 124 Yung Wing,0.83,0.92
2,02M126,K-8,EMS,P.S. 126 Jacob August Riis,0.69,0.75
2,02M130,Elementary,EMS,P.S. 130 Hernando De Soto,0.68,0.93
2,02M131,Middle,EMS,M.S. 131,0.56,0.52
2,02M135,High School,HS,The Urban Assembly School for Emergency Management,0.58,0.47
2,02M139,High School,HS,Stephen T. Mather Building Arts  Craftsmanship Hi,0.48,0.49
2,02M150,Elementary,EMS,P.S. 150,0.71,0.95
2,02M151,Elementary,EMS,Yorkville Community School,0.47,0.65
2,02M158,Elementary,EMS,P.S. 158 Bayard Taylor,0.37,0.92
2,02M167,Middle,EMS,J.H.S. 167 Robert F. Wagner,0.54,0.87
2,02M177,Middle,EMS,Yorkville East Middle School,0.6,0.73
2,02M183,Elementary,EMS,P.S. 183 Robert L. Stevenson,0.54,0.95
2,02M198,Elementary,EMS,P.S. 198 Isador E. Ida Straus,0.59,0.78
2,02M212,Elementary,EMS,P.S. 212 Midtown West,0.48,0.83
2,02M217,K-8,EMS,P.S./I.S. 217 Roosevelt Island,0.49,0.67
2,02M225,K-8,EMS,Ella Baker School,0.53,0.54
2,02M234,Elementary,EMS,P.S. 234 Independence School,0.61,0.93
2,02M255,Middle,EMS,M.S. 255 Salk School of Science,0.51,0.96
2,02M260,High School,HS,M.S. 260 Clinton School Writers  Artists,0.64,0.86
2,02M260,Middle,EMS,M.S. 260 Clinton School Writers  Artists,0.45,0.96
2,02M267,Elementary,EMS,"East Side Elementary School, PS 267",0.56,0.93
2,02M276,K-8,EMS,Battery Park City School,0.59,0.82
2,02M280,High School,HS,Manhattan Early College School for Advertising,0.66,0.67
2,02M281,Elementary,EMS,The River School,,
2,02M282,High School,HS,Urban Assembly Maker Academy,0.35,0.5
2,02M288,High School,HS,Food and Finance High School,0.5,0.49
2,02M289,Middle,EMS,I.S. 289,0.5,0.76
2,02M290,Elementary,EMS,P.S. 290 Manhattan New School,0.63,0.96
2,02M294,High School,HS,Essex Street Academy,0.65,0.62
2,02M296,High School,HS,High School of Hospitality Management,0.59,0.42
2,02M297,Middle,EMS,M.S. 297,,
2,02M298,High School,HS,Pace High School,0.52,0.57
2,02M300,High School,HS,"Urban Assembly School of Design and Construction,",0.34,0.32
2,02M303,High School,HS,"Facing History School, The",0.49,0.34
2,02M305,High School,HS,"Urban Assembly Academy of Government and Law, The",0.6,0.46
2,02M308,High School,HS,Lower Manhattan Arts Academy,0.63,0.44
2,02M312,Middle,EMS,New York City Lab Middle School for Collaborative,0.54,0.94
2,02M313,High School Transfer,HST,"James Baldwin School, The: A School for Expedition",0.55,0.49
2,02M316,High School,HS,"Urban Assembly School of Business for Young Women,",0.23,0.29
2,02M343,Elementary,EMS,The Peck Slip School,0.41,0.83
2,02M347,K-8,EMS,The 47 American Sign Language  English Lower Scho,0.9,0.45
2,02M374,High School,HS,Gramercy Arts High School,0.39,0.5
2,02M376,High School,HS,NYC iSchool,0.6,0.82
2,02M392,High School,HS,MANHATTAN BUSINESS ACADEMY,0.58,0.54
2,02M393,High School,HS,Business Of Sports School,0.59,0.48
2,02M394,High School Transfer,HST,Emma Lazarus High School,0.8,0.8
2,02M397,K-8,EMS,Spruce Street School,0.56,0.82
2,02M399,High School,HS,The High School For Language And Diplomacy,0.48,0.47
2,02M400,High School,HS,High School for Environmental Studies,0.38,0.49
2,02M407,High School,HS,Institute for Collaborative Education,0.59,0.77
2,02M407,Middle,EMS,Institute for Collaborative Education,0.53,0.54
2,02M408,High School,HS,Professional Performing Arts High School,0.49,0.78
2,02M408,Middle,EMS,Professional Performing Arts High School,0.25,0.91
2,02M411,High School,HS,Baruch College Campus High School,0.67,0.9
2,02M412,High School,HS,N.Y.C. Lab School for Collaborative Studies,0.67,0.88
2,02M413,High School,HS,School of the Future High School,0.57,0.82
2,02M413,Middle,EMS,School of the Future High School,0.43,0.72
2,02M414,High School,HS,N.Y.C. Museum School,0.69,0.86
2,02M416,High School,HS,Eleanor Roosevelt High School,0.62,0.91
2,02M418,High School,HS,Millennium High School,0.65,0.9
2,02M419,High School,HS,Landmark High School,0.62,0.46
2,02M420,High School,HS,High School for Health Professions and Human Servi,0.63,0.67
2,02M422,High School,HS,Quest to Learn,0.51,0.48
2,02M422,Middle,EMS,Quest to Learn,0.29,0.42
2,02M425,High School,HS,Leadership and Public Service High School,0.47,0.39
2,02M427,High School,HS,MANHATTAN ACADEMY FOR ARTS  LANGUAGE,0.48,0.33
2,02M432,High School,HS,Murray Hill Academy,,
2,02M437,High School,HS,Hudson High School of Learning Technologies,0.4,0.42
2,02M438,High School,HS,International High School at Union Square,0.57,0.48
2,02M439,High School,HS,Manhattan Village Academy,0.81,0.9
2,02M442,K-8,EMS,"Ballet Tech, NYC Public School for Dance",0.56,0.85
2,02M449,High School,HS,Vanguard High School,0.44,0.48
2,02M459,High School,HS,Manhattan International High School,0.56,0.46
2,02M473,YABC,YABC,Washington Irving Yabc,0.51,0.5
2,02M475,High School,HS,Stuyvesant High School,0.5,0.91
2,02M489,High School,HS,High School of Economics and Finance,0.56,0.59
2,02M500,High School,HS,Unity Center for Urban Technologies,0.72,0.53
2,02M507,High School,HS,Urban Assembly Gateway School for Technology,0.67,0.7
2,02M519,High School,HS,Talent Unlimited High School,0.57,0.78
2,02M520,High School,HS,Murry Bergtraum High School for Business Careers,0.24,0.2
2,02M527,Elementary,EMS,P.S. 527 - East Side School for Social Action,0.73,0.99
2,02M529,High School,HS,Jacqueline Kennedy Onassis High School,0.46,0.3
2,02M531,High School,HS,Repertory Company High School for Theatre Arts,0.65,0.76
2,02M533,High School,HS,Union Square Academy for Health Sciences,0.5,0.54
2,02M534,High School,HS,Harvest Collegiate High School,0.53,0.64
2,02M542,High School,HS,Manhattan Bridges High School,0.85,0.68
2,02M543,High School,HS,New Design High School,0.57,0.43
2,02M544,High School Transfer,HST,Independence High School,0.39,0.32
2,02M545,High School,HS,High School for Dual Language and Asian Studies,0.65,0.89
2,02M546,High School,HS,Academy for Software Engineering,0.65,0.67
2,02M550,High School Transfer,HST,Liberty High School Academy for Newcomers,0.75,0.55
2,02M551,High School,HS,Urban Assembly New York Harbor School,0.4,0.53
2,02M560,High School Transfer,HST,High School M560 - City As School,0.4,0.47
2,02M565,High School Transfer,HST,Urban Academy Laboratory High School,0.46,0.69
2,02M570,High School Transfer,HST,Satellite Academy High School,0.56,0.32
2,02M575,High School Transfer,HST,Manhattan Comprehensive Night and Day High School,0.57,0.55
2,02M580,High School,HS,Richard R. Green High School of Teaching,0.36,0.4
2,02M586,High School Transfer,HST,Harvey Milk High School,0.66,0.5
2,02M600,High School,HS,The High School of Fashion Industries,0.72,0.68
2,02M605,High School,HS,Humanities Preparatory Academy,,
2,02M615,High School,HS,Chelsea Career and Technical Education High School,0.61,0.54
2,02M630,High School,HS,Art and Design High School,0.5,0.66
2,02M655,High School,HS,Life Sciences Secondary School,0.3,0.34
2,02M655,Middle,EMS,Life Sciences Secondary School,0.33,0.2
2,02M896,Middle,EMS,Lower Manhattan Community Middle School,0.62,0.68
2,02M933,Middle,EMS,City Knoll Middle School,0.5,0.39
3,03M009,Elementary,EMS,P.S. 009 Sarah Anderson,0.54,0.91
3,03M054,Middle,EMS,J.H.S. 054 Booker T. Washington,0.5,0.94
3,03M075,Elementary,EMS,P.S. 075 Emily Dickinson,0.58,0.44
3,03M076,K-8,EMS,P.S. 076 A. Philip Randolph,0.25,0.16
3,03M084,Elementary,EMS,P.S. 084 Lillian Weber,0.3,0.57
3,03M087,Elementary,EMS,P.S. 087 William Sherman,0.65,0.88
3,03M145,Elementary,EMS,"P.S. 145, The Bloomingdale School",0.24,0.2
3,03M149,K-8,EMS,P.S. 149 Sojourner Truth,0.34,0.18
3,03M163,Elementary,EMS,P.S. 163 Alfred E. Smith,0.52,0.63
3,03M165,K-8,EMS,P.S. 165 Robert E. Simon,0.35,0.32
3,03M166,Elementary,EMS,P.S. 166 The Richard Rodgers School of The Arts an,0.45,0.93
3,03M180,K-8,EMS,P.S. 180 Hugo Newman,0.28,0.35
3,03M191,K-8,EMS,The Riverside School for Makers and Artists,0.34,0.23
3,03M199,Elementary,EMS,P.S. 199 Jessie Isador Straus,0.58,0.96
3,03M208,Elementary,EMS,The Alain L. Locke Magnet School for Environmental,0.5,0.29
3,03M241,Elementary,EMS,STEM Institute of Manhattan,0.31,0.22
3,03M242,Elementary,EMS,P.S. 242 - The Young Diplomats Magnet Academy,0.32,0.24
3,03M243,Middle,EMS,M.S. 243 Center School,0.64,0.95
3,03M245,Middle,EMS,M.S. M245 The Computer School,0.54,0.85
3,03M247,Middle,EMS,M.S. M247 Dual Language Middle School,0.68,0.54
3,03M250,Middle,EMS,M.S. 250 West Side Collaborative Middle School,0.3,0.32
3,03M256,Middle,EMS,Lafayette Academy,0.55,0.39
3,03M258,Middle,EMS,Community Action School - MS 258,0.52,0.43
3,03M291,Middle,EMS,West End Secondary School,0.53,0.94
3,03M299,High School,HS,The Maxine Greene HS for Imaginative Inquiry,0.43,0.24
3,03M307,High School,HS,"Urban Assembly School for Media Studies, The",0.48,0.42
3,03M333,K-8,EMS,P.S. 333 Manhattan School for Children,0.44,0.67
3,03M334,K-8,EMS,The Anderson School,0.56,0.96
3,03M402,High School,HS,The Urban Assembly School for Green Careers,0.52,0.38
3,03M403,High School,HS,The Global Learning Collaborative,0.51,0.36
3,03M404,High School Transfer,HST,Innovation Diploma Plus,0.58,0.49
3,03M415,High School,HS,Wadleigh Secondary School for the Performing  Vis,0.43,0.4
3,03M415,Middle,EMS,Wadleigh Secondary School for the Performing  Vis,0.46,0.25
3,03M417,High School,HS,Frank Mccourt High School,0.48,0.73
3,03M421,Middle,EMS,West Prep Academy,0.58,0.37
3,03M452,Elementary,EMS,P.S. 452,0.75,0.91
3,03M479,High School,HS,Beacon High School,0.5,0.83
3,03M485,High School,HS,Fiorello H. LaGuardia High School of Music  Art a,0.51,0.9
3,03M492,High School,HS,"High School for Law, Advocacy and Community Justic",0.49,0.44
3,03M494,High School,HS,High School of Arts and Technology,0.34,0.23
3,03M505,High School Transfer,HST,Edward A. Reynolds West Side High School,0.35,0.3
3,03M541,High School,HS,Manhattan / Hunter Science High School,0.66,0.89
3,03M859,High School,HS,Special Music School,0.58,0.81
3,03M859,K-8,EMS,Special Music School,0.82,0.98
3,03M860,High School,HS,Frederick Douglass Academy II Secondary School,0.45,0.33
3,03M860,Middle,EMS,Frederick Douglass Academy II Secondary School,0.63,0.3
3,03M862,Middle,EMS,Mott Hall II,0.63,0.71
4,04M007,K-8,EMS,P.S. 007 Samuel Stern,0.46,0.37
4,04M012,K-8,EMS,Tag Young Scholars,0.64,0.95
4,04M037,Elementary,EMS,River East Elementary,0.52,0.45
4,04M038,Elementary,EMS,P.S. 38 Roberto Clemente,0.26,0.14
4,04M050,K-8,EMS,P.S. 050 Vito Marcantonio,0.35,0.2
4,04M057,K-8,EMS,James Weldon Johnson,0.19,0.28
4,04M072,K-8,EMS,The Lexington Academy,0.25,0.28
4,04M083,Elementary,EMS,P.S. 083 Luis Munoz Rivera,0.55,0.53
4,04M096,K-8,EMS,P.S. 096 Joseph Lanzetta,0.22,0.16
4,04M102,Elementary,EMS,P.S. 102 Jacques Cartier,0.35,0.36
4,04M108,K-8,EMS,P.S. 108 Assemblyman Angelo Del Toro Educational C,0.44,0.25
4,04M146,Elementary,EMS,P.S. 146 Ann M. Short,0.66,0.34
4,04M155,Elementary,EMS,P.S. 155 William Paca,0.37,0.2
4,04M171,K-8,EMS,P.S. 171 Patrick Henry,0.62,0.69
4,04M182,Elementary,EMS,The Bilingual Bicultural School,0.65,0.46
4,04M206,K-8,EMS,P.S. 206 Jose Celso Barbosa,0.4,0.28
4,04M224,Middle,EMS,M.S. 224 Manhattan East School for Arts  Academic,0.51,0.51
4,04M310,High School Transfer,HST,THE JUDITH S. KAYE HIGH SCHOOL,,
4,04M372,High School,HS,Esperanza Preparatory Academy,0.5,0.41
4,04M372,Middle,EMS,Esperanza Preparatory Academy,0.48,0.29
4,04M375,Elementary,EMS,Mosaic Preparatory Academy,0.59,0.31
4,04M377,Middle,EMS,Renaissance School of the Arts,0.61,0.34
4,04M406,Middle,EMS,Global Technology Preparatory,0.29,0.2
4,04M409,High School,HS,Coalition School for Social Change,0.49,0.29
4,04M435,High School,HS,Manhattan Center for Science and Mathematics,0.66,0.8
4,04M495,High School,HS,Park East High School,0.8,0.75
4,04M497,Elementary,EMS,Central Park East I,0.55,0.55
4,04M555,High School,HS,Central Park East High School,0.76,0.8
4,04M610,High School,HS,Young Womens Leadership School,0.77,0.83
4,04M610,Middle,EMS,Young Womens Leadership School,0.51,0.63
4,04M680,High School,HS,"Heritage School, The",0.55,0.34
4,04M825,Middle,EMS,Isaac Newton Middle School for Math  Science,0.61,0.42
4,04M964,K-8,EMS,Central Park East II,0.26,0.38
5,05M030,Elementary,EMS,P.S. 030 Hernandez/Hughes,0.71,0.35
5,05M036,Elementary,EMS,P.S. 036 Margaret Douglas,0.54,0.32
5,05M046,K-8,EMS,P.S. 046 Arthur Tappan,0.42,0.2
5,05M092,Elementary,EMS,P.S. 092 Mary McLeod Bethune,0.36,0.23
5,05M123,K-8,EMS,P.S. 123 Mahalia Jackson,0.44,0.22
5,05M125,Elementary,EMS,P.S. 125 Ralph Bunche,0.23,0.54
5,05M129,K-8,EMS,P.S. 129 John H. Finley,0.46,0.27
5,05M133,Elementary,EMS,P.S. 133 Fred R Moore,0.32,0.17
5,05M148,High School,HS,Eagle Academy for Young Men of Harlem,0.34,0.35
5,05M148,Middle,EMS,Eagle Academy for Young Men of Harlem,0.19,0.22
5,05M154,Elementary,EMS,P.S. 154 Harriet Tubman,0.2,0.17
5,05M157,High School,HS,The Urban Assembly School for Global Commerce,0.24,0.17
5,05M161,K-8,EMS,P.S. 161 Pedro Albizu Campos,0.35,0.27
5,05M175,Elementary,EMS,P.S. 175 Henry H Garnet,0.44,0.28
5,05M194,Elementary,EMS,P.S. 194 Countee Cullen,0.38,0.2
5,05M197,Elementary,EMS,P.S. 197 John B. Russwurm,0.34,0.15
5,05M200,Elementary,EMS,P.S. 200- The James Mccune Smith School,0.58,0.27
5,05M285,High School Transfer,HST,Harlem Renaissance High School,0.39,0.25
5,05M286,Middle,EMS,Urban Assembly Academy for Future Leaders,0.35,0.19
5,05M302,Middle,EMS,KAPPA IV,0.41,0.18
5,05M304,High School,HS,Mott Hall High School,0.42,0.29
5,05M318,Elementary,EMS,Thurgood Marshall Academy Lower School,0.26,0.44
5,05M362,High School,HS,Columbia Secondary School,0.49,0.79
5,05M362,Middle,EMS,Columbia Secondary School,0.63,0.95
5,05M367,High School,HS,Academy for Social Action,0.25,0.09
5,05M369,High School,HS,Urban Assembly School for the Performing Arts,0.49,0.35
5,05M499,High School,HS,Frederick Douglass Academy,0.48,0.48
5,05M499,Middle,EMS,Frederick Douglass Academy,0.17,0.17
5,05M514,Middle,EMS,New Design Middle School,0.39,0.19
5,05M517,Elementary,EMS,Teachers College Community School,0.5,0.47
5,05M670,High School,HS,Thurgood Marshall Academy for Learning and Social,0.36,0.44
5,05M670,Middle,EMS,Thurgood Marshall Academy for Learning and Social,0.18,0.34
5,05M692,High School,HS,"High School for Mathematics, Science and Engineeri",0.57,0.9
6,06M004,Elementary,EMS,P.S. 004 Duke Ellington,0.39,0.21
6,06M005,Elementary,EMS,P.S. 005 Ellen Lurie,0.43,0.32
6,06M008,Elementary,EMS,P.S. 008 Luis Belliard,0.6,0.33
6,06M018,K-8,EMS,P.S. 018 Park Terrace,0.32,0.25
6,06M028,Elementary,EMS,P.S. 028 Wright Brothers,0.39,0.35
6,06M048,Elementary,EMS,P.S. 048 P.O. Michael J. Buczek,0.31,0.24
6,06M052,Middle,EMS,J.H.S. 052 Inwood,0.53,0.34
6,06M098,Elementary,EMS,P.S. 098 Shorac Kappock,0.46,0.23
6,06M103,Elementary,EMS,Dos Puentes Elementary School,,
6,06M115,Elementary,EMS,P.S. 115 Alexander Humboldt,0.32,0.26
6,06M128,Elementary,EMS,P.S. 128 Audubon,0.37,0.3
6,06M132,Elementary,EMS,P.S. 132 Juan Pablo Duarte,0.51,0.25
6,06M143,Middle,EMS,J.H.S. 143 Eleanor Roosevelt,0.47,0.2
6,06M152,Elementary,EMS,P.S. 152 Dyckman Valley,0.34,0.28
6,06M153,Elementary,EMS,P.S. 153 Adam Clayton Powell,0.4,0.36
6,06M173,Elementary,EMS,P.S. 173,0.43,0.38
6,06M178,Elementary,EMS,Professor Juan Bosch Public School,0.32,0.56
6,06M187,K-8,EMS,P.S./I.S. 187 Hudson Cliffs,0.44,0.61
6,06M189,Elementary,EMS,P.S. 189,0.45,0.36
6,06M192,Elementary,EMS,P.S. 192 Jacob H. Schiff,0.52,0.3
6,06M209,Middle,EMS,Hamilton Grange Middle School,0.47,0.37
6,06M210,K-8,EMS,P.S./I.S. 210 - Twenty-first Century Academy for C,0.54,0.53
6,06M211,High School,HS,Inwood Early College for Health and Information Te,0.56,0.53
6,06M218,Middle,EMS,I.S. 218 Salome Urena,0.31,0.21
6,06M223,Middle,EMS,The Mott Hall School,0.75,0.82
6,06M278,K-8,EMS,Paula Hedbavny School,0.53,0.54
6,06M293,High School,HS,City College Academy of the Arts,0.58,0.8
6,06M293,Middle,EMS,City College Academy of the Arts,0.5,0.59
6,06M311,K-8,EMS,Amistad Dual Language School,0.63,0.53
6,06M314,Elementary,EMS,Muscota,0.71,0.84
6,06M319,Middle,EMS,M.S. 319 - Maria Teresa,0.45,0.37
6,06M322,Middle,EMS,Middle School 322,0.47,0.31
6,06M324,Middle,EMS,M.S. 324 - Patria Mirabal,0.55,0.37
6,06M328,Middle,EMS,Community Math  Science Prep,0.4,0.15
6,06M346,High School,HS,Community Health Academy of the Heights,0.63,0.52
6,06M346,Middle,EMS,Community Health Academy of the Heights,0.56,0.44
6,06M348,High School,HS,Washington Heights Expeditionary Learning School,0.3,0.5
6,06M348,K-8,EMS,Washington Heights Expeditionary Learning School,0.44,0.39
6,06M349,Middle,EMS,Harbor Heights,0.55,0.31
6,06M366,K-8,EMS,Washington Heights Academy,0.75,0.69
6,06M368,Elementary,EMS,Hamilton Heights School,0.19,0.29
6,06M423,High School Transfer,HST,High School for Excellence and Innovation,0.6,0.48
6,06M457,YABC,YABC,George Washington Yabc,0.66,0.57
6,06M462,High School,HS,The College Academy,0.59,0.32
6,06M463,High School,HS,High School for Media and Communications,0.28,0.2
6,06M467,High School,HS,High School for Law and Public Service,0.43,0.26
6,06M468,High School,HS,High School for Health Careers and Sciences,0.47,0.32
6,06M513,Elementary,EMS,Castle Bridge School,,
6,06M528,Middle,EMS,I.S. 528 Bea Fuller Rodgers School,0.42,0.34
6,06M540,High School,HS,A. Philip Randolph Campus High School,0.49,0.45
6,06M552,High School,HS,Gregorio Luperon High School for Science and Mathe,0.53,0.52
7,07X001,Elementary,EMS,P.S. 001 Courtlandt School,0.45,0.22
7,07X005,K-8,EMS,P.S. 5 Port Morris,0.29,0.19
7,07X018,Elementary,EMS,P.S. 018 John Peter Zenger,0.3,0.22
7,07X025,Elementary,EMS,P.S. 025 Bilingual School,0.73,0.43
7,07X029,K-8,EMS,P.S./M.S. 029 Melrose School,0.25,0.16
7,07X030,Elementary,EMS,P.S. 030 Wilton,0.38,0.24
7,07X031,K-8,EMS,P.S./M.S. 031 The William Lloyd Garrison,0.36,0.22
7,07X043,Elementary,EMS,P.S. 043 Jonas Bronck,0.57,0.39
7,07X049,Elementary,EMS,P.S. 049 Willis Avenue,0.72,0.48
7,07X065,Elementary,EMS,P.S. 065 Mother Hale Academy,0.59,0.3
7,07X151,Middle,EMS,J.H.S. 151 Lou Gehrig,0.25,0.12
7,07X154,Elementary,EMS,P.S. 154 Jonathan D. Hyatt,0.52,0.37
7,07X157,Elementary,EMS,P.S. 157 Grove Hill,0.43,0.29
7,07X161,Elementary,EMS,P.S. 161 Juan Ponce De Leon School,0.53,0.29
7,07X179,Elementary,EMS,P.S. 179,0.37,0.23
7,07X221,High School,HS,South Bronx Preparatory: A College Board School,0.75,0.64
7,07X221,Middle,EMS,South Bronx Preparatory: A College Board School,0.55,0.4
7,07X223,High School,HS,The Laboratory School of Finance and Technology: X,0.56,0.64
7,07X223,Middle,EMS,The Laboratory School of Finance and Technology: X,0.61,0.56
7,07X224,Middle,EMS,P.S./I.S. 224,0.25,0.17
7,07X259,High School,HS,"H.E.R.O. High (Health, Education, and Research Occ",0.43,0.34
7,07X277,Elementary,EMS,P.S. 277,0.35,0.35
7,07X296,Middle,EMS,South Bronx Academy for Applied Media,0.38,0.2
7,07X298,Middle,EMS,Academy of Public Relations,0.25,0.19
7,07X334,High School,HS,International Community High School,0.75,0.42
7,07X343,Middle,EMS,Academy of Applied Mathematics and Technology,0.61,0.42
7,07X359,Elementary,EMS,Concourse Village Elementary School,0.78,0.91
7,07X369,Elementary,EMS,Young Leaders Elementary School,0.48,0.24
7,07X379,High School Transfer,HST,Jill Chaifetz Transfer High School,0.31,0.25
7,07X381,High School Transfer,HST,Bronx Haven High School,0.44,0.3
7,07X427,High School,HS,Community School for Social Justice,0.58,0.3
7,07X456,YABC,YABC,Alfred E. Smith Campus YABC,0.34,0.22
7,07X473,High School,HS,Mott Haven Village Preparatory High School,0.3,0.14
7,07X495,High School,HS,University Heights Secondary School,0.75,0.84
7,07X500,High School,HS,Hostos-Lincoln Academy of Science,0.58,0.61
7,07X500,Middle,EMS,Hostos-Lincoln Academy of Science,0.44,0.41
7,07X522,High School,HS,Bronx Design and Construction Academy,0.29,0.19
7,07X527,High School,HS,Bronx Leadership Academy II High School,0.55,0.36
7,07X547,High School,HS,New Explorers High School,0.13,0.08
7,07X548,High School,HS,Careers in Sports High School,0.3,0.25
7,07X551,High School,HS,The Urban Assembly Bronx Academy of Letters,0.54,0.4
7,07X551,Middle,EMS,The Urban Assembly Bronx Academy of Letters,0.4,0.24
7,07X557,High School Transfer,HST,Mott Haven Community High School,0.66,0.49
7,07X584,Middle,EMS,I.S. 584,,
7,07X600,High School,HS,Alfred E. Smith Career and Technical Education Hig,0.48,0.35
7,07X670,High School,HS,Health Opportunities High School,0.47,0.22
8,08X014,Elementary,EMS,P.S. X014 Senator John Calandra,0.62,0.58
8,08X036,Elementary,EMS,P.S. 036 Unionport,0.58,0.47
8,08X048,Elementary,EMS,P.S. 048 Joseph R. Drake,0.4,0.2
8,08X062,Elementary,EMS,P.S. 062 Inocensio Casanova,0.35,0.28
8,08X069,Elementary,EMS,P.S. 069 Journey Prep School,0.82,0.67
8,08X071,K-8,EMS,P.S. 071 Rose E. Scala,0.43,0.45
8,08X072,Elementary,EMS,P.S. 072 Dr. William Dorney,0.5,0.33
8,08X075,Elementary,EMS,P.S. 75 School of Research and Discovery,0.35,0.26
8,08X093,Elementary,EMS,P.S. 093 Albert G. Oliver,0.27,0.24
8,08X100,Elementary,EMS,P.S. 100 Isaac Clason,0.36,0.19
8,08X101,Middle,EMS,M.S. X101 Edward R. Byrne,0.38,0.62
8,08X107,Elementary,EMS,P.S. 107,0.58,0.33
8,08X119,Elementary,EMS,The Dr. Emmett W. Bassett School,0.39,0.35
8,08X123,Middle,EMS,J.H.S. 123 James M. Kieran,0.43,0.23
8,08X125,Middle,EMS,J.H.S. 125 Henry Hudson,0.44,0.35
8,08X130,Elementary,EMS,P.S. 130 Abram Stevens Hewitt,0.53,0.24
8,08X131,Middle,EMS,J.H.S. 131 Albert Einstein,0.4,0.26
8,08X138,Elementary,EMS,P.S. 138 Samuel Randall,0.35,0.31
8,08X140,Elementary,EMS,P.S. X140 The Eagle School,0.32,0.22
8,08X146,Elementary,EMS,P.S. 146 Edward Collins,0.49,0.32
8,08X152,Elementary,EMS,P.S. 152 Evergreen,0.41,0.28
8,08X182,Elementary,EMS,P.S. 182,0.44,0.4
8,08X269,High School,HS,Bronx Studio School for Writers and Artists,0.48,0.38
8,08X269,Middle,EMS,Bronx Studio School for Writers and Artists,0.35,0.24
8,08X282,High School,HS,Womens Academy of Excellence,0.47,0.26
8,08X293,High School,HS,Renaissance High School for Musical Theater  Tech,0.56,0.38
8,08X301,Middle,EMS,M.S. 301 Paul L. Dunbar,0.39,0.15
